uuid,latitude,longitude,h_accuracy,v_accuracy,speed,altitude,timestamp,unix_time
A,43.6608508,-79.3977623,200,0,0,,2017-09-08T16:54:16-04:00,1504904056
A,43.6600928,-79.3991697,800,0,0,,2017-09-08T16:55:19-04:00,1504904119
A,43.6600928,-79.3991697,800,0,0,,2017-09-08T16:56:35-04:00,1504904195
A,43.6621817681,-79.399631338,8,0,0.641924,,2017-09-08T17:26:36-04:00,1504905996
A,43.661857551,-79.399513741,8,0,0.773449,,2017-09-08T17:26:57-04:00,1504906017
A,43.6615534192,-79.3995296826,24,0,0,,2017-09-08T17:27:39-04:00,1504906059
A,43.6610445364,-79.3996375735,12,0,0,,2017-09-08T17:28:21-04:00,1504906101
A,43.6606670231,-79.3998293109,12,0,0.844554,,2017-09-08T17:28:58-04:00,1504906138
A,43.660784734,-79.4006105686,32,0,1.70084,,2017-09-08T17:31:18-04:00,1504906278
A,43.6605662063,-79.4003652393,12,0,0.893587,,2017-09-08T17:32:40-04:00,1504906360
A,43.6605578317,-79.4003726394,24,0,0.127778,,2017-09-08T17:40:50-04:00,1504906850
A,43.6606880736,-79.400262025,64,0,0.130094,,2017-09-08T17:46:18-04:00,1504907178
A,43.6606935467,-79.400176931,32,0,0.273921,,2017-09-08T17:48:48-04:00,1504907328
A,43.6603847473,-79.4003596275,32,0,0.0822831,,2017-09-08T17:51:18-04:00,1504907478
A,43.6607310971,-79.4004435302,24,0,0.0320348,,2017-09-08T17:53:18-04:00,1504907598
A,43.6607709624,-79.4001781102,32,0,0.436509,,2017-09-08T17:55:48-04:00,1504907748
A,43.6605934947,-79.3998337339,32,0,0.67392,,2017-09-08T18:00:18-04:00,1504908018
A,43.6605456211,-79.4003853375,12,0,0.00228069,,2017-09-08T18:01:49-04:00,1504908109
A,43.6605912547,-79.4004451846,12,0,0.19373,,2017-09-08T18:04:25-04:00,1504908265
A,43.6607340662,-79.4006838181,48,0,0.153291,,2017-09-08T18:07:48-04:00,1504908468
A,43.6602456066,-79.4002061498,192,0,0.843389,,2017-09-08T18:11:48-04:00,1504908708
A,43.6605585647,-79.4004022637,16,0,0.452446,,2017-09-08T18:12:10-04:00,1504908730
A,43.6619707,-79.4002252,300,0,0,,2017-09-08T18:12:57-04:00,1504908777
A,43.6608011866,-79.4004959378,48,0,0.0644071,,2017-09-08T18:16:48-04:00,1504909008
A,43.6613776,-79.4002252,300,0,0,,2017-09-08T18:18:57-04:00,1504909137
A,43.6606855213,-79.4005436794,24,0,0.201187,,2017-09-08T18:22:40-04:00,1504909360
A,43.6605327428,-79.4002164439,96,0,0.0400691,,2017-09-08T18:24:19-04:00,1504909459
A,43.6611540405,-79.3999528022,192,0,0.142098,,2017-09-08T18:29:18-04:00,1504909758
A,43.660632703,-79.4002754549,12,0,0,,2017-09-08T18:32:10-04:00,1504909930
A,43.6612315626,-79.4000087376,96,0,0.336593,,2017-09-08T18:34:18-04:00,1504910058
A,43.6606773294,-79.4002727073,12,0,0.274021,,2017-09-08T18:37:20-04:00,1504910240
A,43.6613776,-79.4002252,300,0,0,,2017-09-08T18:41:41-04:00,1504910501
A,43.6605211387,-79.4005581964,16,0,0,,2017-09-08T18:44:29-04:00,1504910669
A,43.6613776,-79.4002252,300,0,0,,2017-09-08T18:47:01-04:00,1504910821
A,43.6605705561,-79.4004052187,6,0,1.61885,,2017-09-08T18:50:53-04:00,1504911053
A,43.6599945394,-79.4002403487,96,0,0.343334,,2017-09-08T18:52:36-04:00,1504911156
A,43.6603761557,-79.4003434589,16,0,0.914933,,2017-09-08T18:54:42-04:00,1504911282
A,43.6604680505,-79.4004819023,48,0,0.828811,,2017-09-08T18:55:19-04:00,1504911319
A,43.6604987736,-79.4002377355,32,0,0.26714,,2017-09-08T18:57:18-04:00,1504911438
A,43.6607882076,-79.4003262528,16,0,0.315802,,2017-09-08T19:01:21-04:00,1504911681
A,43.6604522333,-79.4006306856,24,0,0.520731,,2017-09-08T19:02:00-04:00,1504911720
A,43.6606243341,-79.4004291877,32,0,0,,2017-09-08T19:04:04-04:00,1504911844
A,43.6606260626,-79.4003329794,16,0,0,,2017-09-08T19:04:25-04:00,1504911865
A,43.6605209,-79.400577,200,0,0,,2017-09-08T19:09:25-04:00,1504912165
A,43.6606973141,-79.400280927,8,0,0.0414167,,2017-09-08T19:13:05-04:00,1504912385
A,43.660702349,-79.4002790702,32,0,0.0779144,,2017-09-08T19:17:18-04:00,1504912638
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T19:26:15-04:00,1504913175
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T19:30:19-04:00,1504913419
A,43.6613776,-79.4002252,300,0,0,,2017-09-08T19:32:22-04:00,1504913542
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T19:34:25-04:00,1504913665
A,43.6613776,-79.4002252,300,0,0,,2017-09-08T19:37:30-04:00,1504913850
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T19:38:32-04:00,1504913912
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T19:40:35-04:00,1504914035
A,43.6605209,-79.400577,200,0,0,,2017-09-08T19:57:55-04:00,1504915075
A,43.6613776,-79.4002252,300,0,0,,2017-09-08T19:58:57-04:00,1504915137
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T20:00:59-04:00,1504915259
A,43.6605209,-79.400577,200,0,0,,2017-09-08T20:03:03-04:00,1504915383
A,43.6605209,-79.400577,200,0,0,,2017-09-08T20:05:05-04:00,1504915505
A,43.6605209,-79.400577,200,0,0,,2017-09-08T20:07:07-04:00,1504915627
A,43.6604222,-79.3995215,600,0,0,,2017-09-08T20:23:23-04:00,1504916603
A,43.6606894269,-79.400299431,48,0,0.902066,,2017-09-08T20:41:18-04:00,1504917678
A,43.6606824143,-79.3998809459,24,0,0.283826,,2017-09-08T20:44:29-04:00,1504917869
A,43.6609000512,-79.3995254846,8,0,0.641858,,2017-09-08T20:45:09-04:00,1504917909
A,43.6609556677,-79.3994341765,48,0,0,,2017-09-08T20:45:23-04:00,1504917923
A,43.6611727944,-79.399298197,12,0,0.901718,,2017-09-08T20:46:05-04:00,1504917965
A,43.6616341004,-79.3993801932,12,0,0.652813,,2017-09-08T20:46:47-04:00,1504918007
A,43.662019476,-79.399506947,12,0,0.679439,,2017-09-08T20:47:28-04:00,1504918048
A,43.6624357717,-79.3996723666,8,0,0.211758,,2017-09-08T20:48:03-04:00,1504918083
A,43.6627701742,-79.3991785369,16,0,0.323099,,2017-09-08T20:57:17-04:00,1504918637
A,43.6626484288,-79.3996108541,24,0,0.046831,,2017-09-08T20:57:59-04:00,1504918679
A,43.6627832969,-79.4025421931,16,0,7.2016,,2017-09-08T20:59:18-04:00,1504918758
A,43.6626854547,-79.4036870505,4,0,7.50123,,2017-09-08T20:59:30-04:00,1504918770
A,43.6625388407,-79.4046627103,6,0,7.11709,,2017-09-08T20:59:41-04:00,1504918781
A,43.6623439136,-79.4056046402,6,0,7.04122,,2017-09-08T20:59:52-04:00,1504918792
A,43.66218303,-79.4064861814,6,0,6.84115,,2017-09-08T21:00:03-04:00,1504918803
A,43.6620057955,-79.4074049058,4,0,7.06967,,2017-09-08T21:00:14-04:00,1504918814
A,43.661824296,-79.408328363,4,0,6.78218,,2017-09-08T21:00:25-04:00,1504918825
A,43.6616364294,-79.4091759661,6,0,5.42391,,2017-09-08T21:00:36-04:00,1504918836
A,43.6615587368,-79.4095744277,6,0,0,,2017-09-08T21:00:47-04:00,1504918847
A,43.6614730255,-79.4099768895,4,0,4.67425,,2017-09-08T21:01:28-04:00,1504918888
A,43.6612681195,-79.410853813,3,0,5.92946,,2017-09-08T21:01:39-04:00,1504918899
A,43.6611153388,-79.4117691668,4,0,6.9482,,2017-09-08T21:01:50-04:00,1504918910
A,43.660924306,-79.4127464678,4,0,7.39864,,2017-09-08T21:02:01-04:00,1504918921
A,43.6607190998,-79.4137165431,4,0,7.37708,,2017-09-08T21:02:12-04:00,1504918932
A,43.6605454394,-79.4146978351,6,0,7.345,,2017-09-08T21:02:23-04:00,1504918943
A,43.6603413393,-79.4156316611,4,0,6.72099,,2017-09-08T21:02:34-04:00,1504918954
A,43.6601320173,-79.4165289218,4,0,7.25323,,2017-09-08T21:02:45-04:00,1504918965
A,43.6599348214,-79.417566364,4,0,8.1872,,2017-09-08T21:02:56-04:00,1504918976
A,43.6597199494,-79.4186326111,4,0,7.51482,,2017-09-08T21:03:07-04:00,1504918987
A,43.6595352731,-79.4195763952,6,0,6.98224,,2017-09-08T21:03:18-04:00,1504918998
A,43.6593279987,-79.4205284136,6,0,7.19065,,2017-09-08T21:03:29-04:00,1504919009
A,43.6591458011,-79.4213984043,6,0,5.45482,,2017-09-08T21:03:40-04:00,1504919020
A,43.6590554385,-79.4217680361,6,0,0.989956,,2017-09-08T21:04:07-04:00,1504919047
A,43.6588980095,-79.422436074,4,0,6.69178,,2017-09-08T21:04:18-04:00,1504919058
A,43.6587394696,-79.4233190709,4,0,5.72931,,2017-09-08T21:04:29-04:00,1504919069
A,43.6585769348,-79.4240556279,4,0,5.77261,,2017-09-08T21:04:40-04:00,1504919080
A,43.6580043121,-79.4240856948,6,0,6.98566,,2017-09-08T21:04:51-04:00,1504919091
A,43.6572969865,-79.4238183307,6,0,7.00117,,2017-09-08T21:05:02-04:00,1504919102
A,43.6568659307,-79.4242423151,6,0,6.52315,,2017-09-08T21:05:13-04:00,1504919113
A,43.6567087573,-79.4249516414,6,0,4.0226,,2017-09-08T21:05:24-04:00,1504919124
A,43.6565314974,-79.4257281296,6,0,5.62669,,2017-09-08T21:05:35-04:00,1504919135
A,43.6563771207,-79.4263331439,4,0,5.30985,,2017-09-08T21:05:46-04:00,1504919146
A,43.6561918289,-79.4270899744,4,0,4.60965,,2017-09-08T21:05:57-04:00,1504919157
A,43.6560354931,-79.4278481443,4,0,6.85323,,2017-09-08T21:06:08-04:00,1504919168
A,43.655842209,-79.4287417682,4,0,5.69723,,2017-09-08T21:06:18-04:00,1504919178
A,43.6557360109,-79.4292375496,4,0,4.86124,,2017-09-08T21:06:29-04:00,1504919189
A,43.6555699909,-79.4301341589,6,0,5.61772,,2017-09-08T21:06:40-04:00,1504919200
A,43.6553211236,-79.4303529859,4,0,3.6007,,2017-09-08T21:06:53-04:00,1504919213
A,43.6551127157,-79.4311318553,4,0,5.5406,,2017-09-08T21:07:04-04:00,1504919224
A,43.6549816618,-79.4317276893,4,0,2.76114,,2017-09-08T21:07:15-04:00,1504919235
A,43.6548287226,-79.432293933,4,0,5.96638,,2017-09-08T21:07:26-04:00,1504919246
A,43.6546710109,-79.4330101799,6,0,2.89278,,2017-09-08T21:07:37-04:00,1504919257
A,43.6544283217,-79.4332182998,4,0,5.39747,,2017-09-08T21:08:11-04:00,1504919291
A,43.6538304593,-79.4330124273,6,0,5.84593,,2017-09-08T21:08:22-04:00,1504919302
A,43.653376109,-79.4332584745,4,0,5.81716,,2017-09-08T21:08:33-04:00,1504919313
A,43.6532048463,-79.4340797171,4,0,5.9406,,2017-09-08T21:08:44-04:00,1504919324
A,43.6530375903,-79.4348083661,4,0,2.96411,,2017-09-08T21:08:55-04:00,1504919335
A,43.6528888237,-79.4355329832,6,0,5.88501,,2017-09-08T21:09:06-04:00,1504919346
A,43.6527400995,-79.4363056223,4,0,4.48081,,2017-09-08T21:09:17-04:00,1504919357
A,43.6526103167,-79.4366347943,6,0,3.33987,,2017-09-08T21:09:31-04:00,1504919371
A,43.6521693965,-79.4364692703,6,0,3.60277,,2017-09-08T21:09:42-04:00,1504919382
A,43.6519210106,-79.4363025325,8,0,3.76225,,2017-09-08T21:10:17-04:00,1504919417
A,43.6511495917,-79.4359923425,8,0,7.74275,,2017-09-08T21:10:28-04:00,1504919428
A,43.650434452,-79.4357746906,6,0,5.98559,,2017-09-08T21:10:39-04:00,1504919439
A,43.6500422752,-79.4356260987,4,0,0,,2017-09-08T21:10:50-04:00,1504919450
A,43.6497631255,-79.435518598,6,0,4.65588,,2017-09-08T21:11:27-04:00,1504919487
A,43.6491118322,-79.4352017708,6,0,6.96106,,2017-09-08T21:11:38-04:00,1504919498
A,43.6485806558,-79.4350126548,6,0,4.33437,,2017-09-08T21:11:49-04:00,1504919509
A,43.6479237231,-79.4347510489,4,0,7.0098,,2017-09-08T21:12:00-04:00,1504919520
A,43.6473966381,-79.4345798258,6,0,3.96652,,2017-09-08T21:12:11-04:00,1504919531
A,43.6467100352,-79.4342249265,8,0,6.98962,,2017-09-08T21:12:22-04:00,1504919542
A,43.6459320105,-79.4339705887,6,0,8.23604,,2017-09-08T21:12:33-04:00,1504919553
A,43.6449927847,-79.4336487522,16,0,10.1996,,2017-09-08T21:12:44-04:00,1504919564
A,43.6441966154,-79.4333677992,6,0,6.85097,,2017-09-08T21:12:55-04:00,1504919575
A,43.6436663146,-79.4332261042,4,0,3.79125,,2017-09-08T21:13:06-04:00,1504919586
A,43.6434658944,-79.4340785188,4,0,5.71275,,2017-09-08T21:13:17-04:00,1504919597
A,43.6433111809,-79.4348096647,6,0,3.96923,,2017-09-08T21:13:28-04:00,1504919608
A,43.6436896943,-79.4352398047,6,0,5.22136,,2017-09-08T21:13:39-04:00,1504919619
A,43.6442446333,-79.4354765643,6,0,5.13155,,2017-09-08T21:13:50-04:00,1504919630
A,43.644587156,-79.4355977622,4,0,0,,2017-09-08T21:14:01-04:00,1504919641
A,43.6447054759,-79.4359699639,4,0,2.43426,,2017-09-08T21:14:18-04:00,1504919658
A,43.6447117332,-79.4363532886,6,0,1.82712,,2017-09-08T21:14:33-04:00,1504919673
A,43.6449877939,-79.4363746808,16,0,1.93728,,2017-09-08T21:14:53-04:00,1504919693
A,43.6451606046,-79.4363673126,32,0,0,,2017-09-08T21:15:29-04:00,1504919729
A,43.6455283952,-79.4363645852,24,0,0,,2017-09-08T21:17:11-04:00,1504919831
A,43.6455283952,-79.4363645852,32,0,0,,2017-09-08T21:17:36-04:00,1504919856
A,43.6454659513,-79.4365267279,32,0,0,,2017-09-08T21:18:37-04:00,1504919917
A,43.6454552099,-79.4364369447,32,0,0.287134,,2017-09-08T21:20:17-04:00,1504920017
A,43.6454891189,-79.4364253434,32,0,0.4434,,2017-09-08T21:20:53-04:00,1504920053
A,43.6445332362,-79.4356412073,48,0,0.409785,,2017-09-08T21:31:31-04:00,1504920691
A,43.6445441254,-79.4356086929,16,0,0.137985,,2017-09-08T21:31:32-04:00,1504920692
A,43.6766803,-79.4434901,699.999,0,0,,2017-09-08T21:35:02-04:00,1504920902
A,43.6495977,-79.43927,800,0,0,,2017-09-08T21:37:12-04:00,1504921032
A,43.6451051023,-79.4358728152,48,0,0.0777046,,2017-09-08T21:41:45-04:00,1504921305
A,43.6453822573,-79.4359652964,192,0,1.79883,,2017-09-08T21:45:48-04:00,1504921548
A,43.6452141538,-79.4354659599,64,0,0.112649,,2017-09-08T21:46:38-04:00,1504921598
A,43.6450295592,-79.435896083,16,0,0,,2017-09-08T21:46:46-04:00,1504921606
A,43.6448729555,-79.4356474928,64,0,0.82512,,2017-09-08T22:15:09-04:00,1504923309
A,43.6454486347,-79.4367786902,96,0,0.389951,,2017-09-08T22:16:37-04:00,1504923397
A,43.6416226,-79.4364565,800,0,0,,2017-09-08T22:43:02-04:00,1504924982
A,43.65391,-79.4473583,699.999,0,0,,2017-09-08T22:47:06-04:00,1504925226
A,43.6452088349,-79.4364207523,128,0,1.8451,,2017-09-08T22:53:48-04:00,1504925628
A,43.6443299298,-79.436157383,96,0,1.35407,,2017-09-08T23:06:03-04:00,1504926363
A,43.6377984,-79.4368082,600,0,0,,2017-09-09T01:14:59-04:00,1504934099
A,43.6456495527,-79.4361682678,128,0,2.52781,,2017-09-09T01:39:44-04:00,1504935584
A,43.6447679889,-79.4365779046,48,0,0,,2017-09-09T08:01:21-04:00,1504958481
A,43.6447499065,-79.4362238596,128,0,0.175817,,2017-09-09T08:05:55-04:00,1504958755
A,43.6539975,-79.3942439,800,0,0,,2017-09-09T08:08:14-04:00,1504958894
A,43.6449332201,-79.4351624907,128,0,1.67339,,2017-09-09T08:12:27-04:00,1504959147
A,43.6448404487,-79.4358814729,64,0,0.396145,,2017-09-09T08:21:23-04:00,1504959683
A,43.6460255478,-79.4367334134,350,0,2.34473,,2017-09-09T10:04:47-04:00,1504965887
A,43.6442235867,-79.4353879957,96,0,1.32439,,2017-09-09T10:05:00-04:00,1504965900
A,43.6450608252,-79.4358948476,128,0,0.586618,,2017-09-09T10:24:42-04:00,1504967082
A,43.6448487417,-79.4356564703,96,0,0.159057,,2017-09-09T11:31:19-04:00,1504971079
A,43.6445783872,-79.4369229068,48,0,0,,2017-09-09T11:37:36-04:00,1504971456
A,43.6447886154,-79.4375662231,128,0,0.279127,,2017-09-09T12:23:10-04:00,1504974190
A,43.6449828109,-79.4353206379,16,0,1.91728,,2017-09-09T12:42:48-04:00,1504975368
A,43.6444789187,-79.435397647,8,0,0,,2017-09-09T12:43:31-04:00,1504975411
A,43.6440847008,-79.4353324859,12,0,0.61651,,2017-09-09T12:43:52-04:00,1504975432
A,43.6438207081,-79.4352037679,8,0,1.28911,,2017-09-09T12:44:10-04:00,1504975450
A,43.6435658727,-79.4350518933,6,0,1.00695,,2017-09-09T12:44:28-04:00,1504975468
A,43.6432855306,-79.4350018122,6,0,1.68342,,2017-09-09T12:44:47-04:00,1504975487
A,43.6430251987,-79.4348572299,4,0,1.07838,,2017-09-09T12:45:07-04:00,1504975507
A,43.6427598736,-79.434754359,4,0,1.112,,2017-09-09T12:45:25-04:00,1504975525
A,43.6424873879,-79.4346755302,6,0,1.26143,,2017-09-09T12:45:43-04:00,1504975543
A,43.6422160824,-79.4345483695,4,0,1.09876,,2017-09-09T12:46:04-04:00,1504975564
A,43.6419507735,-79.4344257005,4,0,1.12433,,2017-09-09T12:46:20-04:00,1504975580
A,43.641688654,-79.4343167146,6,0,1.28996,,2017-09-09T12:46:39-04:00,1504975599
A,43.6414264404,-79.4342209191,4,0,1.95323,,2017-09-09T12:46:56-04:00,1504975616
A,43.6411618624,-79.4342990476,6,0,0,,2017-09-09T12:47:16-04:00,1504975636
A,43.6409446248,-79.4341001549,32,0,0.776707,,2017-09-09T12:48:06-04:00,1504975686
A,43.640929959,-79.4340988593,24,0,0.474777,,2017-09-09T12:48:10-04:00,1504975690
A,43.6408746234,-79.4341682344,32,0,0.5873,,2017-09-09T12:49:27-04:00,1504975767
A,43.6408015873,-79.4342923121,32,0,0.912266,,2017-09-09T12:50:32-04:00,1504975832
A,43.6408065865,-79.4344995493,48,0,0.271997,,2017-09-09T12:52:17-04:00,1504975937
A,43.6414588,-79.434698,800,0,0,,2017-09-09T12:54:47-04:00,1504976087
A,43.6412815199,-79.4338206148,12,0,0,,2017-09-09T12:56:41-04:00,1504976201
A,43.6413537154,-79.43430028,24,0,0.413918,,2017-09-09T12:57:21-04:00,1504976241
A,43.6412348123,-79.4347493072,16,0,0.0484312,,2017-09-09T12:57:42-04:00,1504976262
A,43.6411603066,-79.4348496134,32,0,0.93308,,2017-09-09T12:58:04-04:00,1504976284
A,43.6409649522,-79.4350504021,16,0,0.0297906,,2017-09-09T12:59:08-04:00,1504976348
A,43.6409559433,-79.4344312593,16,0,0.387208,,2017-09-09T13:00:48-04:00,1504976448
A,43.6412886235,-79.434068652,12,0,0,,2017-09-09T13:02:05-04:00,1504976525
A,43.6414588,-79.434698,800,0,0,,2017-09-09T13:03:15-04:00,1504976595
A,43.6413471989,-79.4339461382,48,0,0.629557,,2017-09-09T13:04:20-04:00,1504976660
A,43.6412903118,-79.4340430973,12,0,0,,2017-09-09T13:04:41-04:00,1504976681
A,43.6416618546,-79.4342595018,12,0,0.494309,,2017-09-09T13:07:57-04:00,1504976877
A,43.6419758225,-79.4344182129,12,0,0.764052,,2017-09-09T13:08:18-04:00,1504976898
A,43.6425448422,-79.4347089125,12,0,0.689883,,2017-09-09T13:09:10-04:00,1504976950
A,43.6428205616,-79.434819507,6,0,1.412,,2017-09-09T13:09:22-04:00,1504976962
A,43.6430864277,-79.4349045566,6,0,1.10596,,2017-09-09T13:09:39-04:00,1504976979
A,43.6433590167,-79.4349446164,6,0,1.14523,,2017-09-09T13:09:59-04:00,1504976999
A,43.6436094775,-79.4350842072,8,0,0.701075,,2017-09-09T13:10:17-04:00,1504977017
A,43.6438752878,-79.4351804309,8,0,0.864678,,2017-09-09T13:10:37-04:00,1504977037
A,43.6441374157,-79.4352962771,8,0,0.695868,,2017-09-09T13:10:59-04:00,1504977059
A,43.644352508,-79.4355229911,8,0,0.667906,,2017-09-09T13:11:20-04:00,1504977080
A,43.6445093372,-79.4358284302,6,0,0.794525,,2017-09-09T13:11:39-04:00,1504977099
A,43.6445836708,-79.4361993143,8,0,1.07251,,2017-09-09T13:11:59-04:00,1504977119
A,43.6447589158,-79.4364835984,6,0,0.677159,,2017-09-09T13:12:26-04:00,1504977146
A,43.6450501296,-79.4365928107,16,0,0.0459078,,2017-09-09T13:12:44-04:00,1504977164
A,43.6451630863,-79.4366774623,32,0,0.409618,,2017-09-09T13:12:57-04:00,1504977177
A,43.645409206,-79.4368102542,32,0,0.649797,,2017-09-09T13:14:58-04:00,1504977298
A,43.6454576793,-79.4368281843,32,0,0.196855,,2017-09-09T13:15:11-04:00,1504977311
A,43.6455508407,-79.4367757077,48,0,0.664887,,2017-09-09T13:16:13-04:00,1504977373
A,43.6452119718,-79.4359349491,48,0,1.74504,,2017-09-09T13:21:13-04:00,1504977673
A,43.6495977,-79.43927,800,0,0,,2017-09-09T13:26:17-04:00,1504977977
A,43.6495977,-79.43927,800,0,0,,2017-09-09T13:31:29-04:00,1504978289
A,43.6381278,-79.4371599,699.999,0,0,,2017-09-09T13:35:33-04:00,1504978533
A,43.6436285059,-79.4374774043,48,0,0,,2017-09-09T14:21:59-04:00,1504981319
A,43.6453911562,-79.4357773157,128,0,0.463932,,2017-09-09T14:32:26-04:00,1504981946
A,43.6447527218,-79.4356382305,96,0,0.830721,,2017-09-09T14:46:45-04:00,1504982805
A,43.6446098301,-79.4359631921,16,0,1.34195,,2017-09-09T14:47:06-04:00,1504982826
A,43.6443060109,-79.4367126927,12,0,1.07932,,2017-09-09T14:47:22-04:00,1504982842
A,43.6440324866,-79.4365933158,4,0,6.49595,,2017-09-09T14:47:35-04:00,1504982855
A,43.6435179365,-79.4363800591,4,0,4.56098,,2017-09-09T14:47:46-04:00,1504982866
A,43.6430844028,-79.4362376816,6,0,1.66771,,2017-09-09T14:47:57-04:00,1504982877
A,43.6428718283,-79.4368382776,6,0,6.39288,,2017-09-09T14:48:08-04:00,1504982888
A,43.6427926117,-79.4372781015,4,0,0,,2017-09-09T14:48:19-04:00,1504982899
A,43.6424894683,-79.4373225001,6,0,4.33497,,2017-09-09T14:49:04-04:00,1504982944
A,43.64200714,-79.4370995994,4,0,4.96805,,2017-09-09T14:49:15-04:00,1504982955
A,43.6414433853,-79.4369035413,4,0,4.6613,,2017-09-09T14:49:26-04:00,1504982966
A,43.6409693873,-79.436750982,6,0,3.72337,,2017-09-09T14:49:37-04:00,1504982977
A,43.6407105095,-79.4366447861,4,0,0,,2017-09-09T14:49:48-04:00,1504982988
A,43.6404595667,-79.4368879123,4,0,0,,2017-09-09T14:50:30-04:00,1504983030
A,43.640305166,-79.4372074772,6,0,2.46152,,2017-09-09T14:51:14-04:00,1504983074
A,43.6395763998,-79.4369527171,4,0,7.73992,,2017-09-09T14:51:25-04:00,1504983085
A,43.6387796794,-79.4366139047,4,0,7.57741,,2017-09-09T14:51:36-04:00,1504983096
A,43.6380706524,-79.4363577914,8,0,6.28701,,2017-09-09T14:51:47-04:00,1504983107
A,43.637617856,-79.4360773979,6,0,2.10063,,2017-09-09T14:51:58-04:00,1504983118
A,43.6373285309,-79.4359732871,4,0,5.71501,,2017-09-09T14:52:14-04:00,1504983134
A,43.6367931782,-79.4357593946,6,0,3.05422,,2017-09-09T14:52:25-04:00,1504983145
A,43.6364289697,-79.4356583383,8,0,3.11877,,2017-09-09T14:52:36-04:00,1504983156
A,43.636088977,-79.4354927349,6,0,3.19706,,2017-09-09T14:52:47-04:00,1504983167
A,43.635789837,-79.4353534485,6,0,2.75802,,2017-09-09T14:52:58-04:00,1504983178
A,43.6355576,-79.4350497,300,0,0,,2017-09-09T14:53:08-04:00,1504983188
A,43.6354651459,-79.4352297155,6,0,3.30955,,2017-09-09T14:53:09-04:00,1504983189
A,43.6351741145,-79.4351480084,4,0,2.78558,,2017-09-09T14:53:22-04:00,1504983202
A,43.6347218943,-79.4349944436,12,0,4.22532,,2017-09-09T14:53:33-04:00,1504983213
A,43.6343296896,-79.4349282951,8,0,3.00595,,2017-09-09T14:53:44-04:00,1504983224
A,43.6340246786,-79.4348222754,8,0,1.09102,,2017-09-09T14:53:55-04:00,1504983235
A,43.6336346341,-79.4346618826,6,0,4.30268,,2017-09-09T14:54:06-04:00,1504983246
A,43.6333018604,-79.434571656,4,0,6.31232,,2017-09-09T14:54:57-04:00,1504983297
A,43.6326022355,-79.4343118548,4,0,6.47468,,2017-09-09T14:55:08-04:00,1504983308
A,43.6321323684,-79.4340246422,4,0,2.87617,,2017-09-09T14:55:19-04:00,1504983319
A,43.6323231875,-79.4343564832,4,0,1.11038,,2017-09-09T14:55:55-04:00,1504983355
A,43.6325037874,-79.4346471431,4,0,1.10574,,2017-09-09T14:56:14-04:00,1504983374
A,43.6323204483,-79.4349226691,4,0,2.66562,,2017-09-09T14:56:30-04:00,1504983390
A,43.6320464029,-79.4350637004,4,0,3.2767,,2017-09-09T14:56:41-04:00,1504983401
A,43.6320077967,-79.4354643243,6,0,3.11576,,2017-09-09T14:56:58-04:00,1504983418
A,43.6322229042,-79.4357230888,4,0,1.92392,,2017-09-09T14:57:13-04:00,1504983433
A,43.6325654325,-79.4363599427,4,0,6.0464,,2017-09-09T14:57:24-04:00,1504983444
A,43.632998307,-79.4369176075,4,0,4.48296,,2017-09-09T14:57:34-04:00,1504983454
A,43.6334069399,-79.4374187074,4,0,5.2069,,2017-09-09T14:57:45-04:00,1504983465
A,43.6337808816,-79.438120528,4,0,6.14397,,2017-09-09T14:57:56-04:00,1504983476
A,43.6341497283,-79.4387120612,4,0,5.4526,,2017-09-09T14:58:07-04:00,1504983487
A,43.63444876,-79.4393701916,6,0,7.39956,,2017-09-09T14:58:18-04:00,1504983498
A,43.6347104637,-79.4400809274,4,0,3.59755,,2017-09-09T14:58:29-04:00,1504983509
A,43.6348862857,-79.4405582134,4,0,4.02596,,2017-09-09T14:58:40-04:00,1504983520
A,43.6349700513,-79.4410127343,4,0,3.23992,,2017-09-09T14:58:51-04:00,1504983531
A,43.6349255113,-79.4413839702,4,0,0.830835,,2017-09-09T14:59:23-04:00,1504983563
A,43.6349539306,-79.4417564572,4,0,1.19428,,2017-09-09T14:59:46-04:00,1504983586
A,43.6349462317,-79.4421296633,4,0,1.46597,,2017-09-09T15:00:12-04:00,1504983612
A,43.6349093123,-79.4424435168,4,0,0,,2017-09-09T15:01:38-04:00,1504983698
A,43.6339738,-79.4371599,699.999,0,0,,2017-09-09T15:02:37-04:00,1504983757
A,43.6348771172,-79.4424537664,6,0,0,,2017-09-09T15:02:59-04:00,1504983779
A,43.6339083,-79.4364565,300,0,0,,2017-09-09T15:03:38-04:00,1504983818
A,43.6349191824,-79.4424556526,6,0,0.558569,,2017-09-09T15:04:20-04:00,1504983860
A,43.6339738,-79.4371599,699.999,0,0,,2017-09-09T15:04:59-04:00,1504983899
A,43.6348842366,-79.4425488715,4,0,0.00535694,,2017-09-09T15:05:41-04:00,1504983941
A,43.6349426614,-79.442570469,48,0,0,,2017-09-09T15:07:05-04:00,1504984025
A,43.6343280059,-79.4421032785,96,0,0.0827756,,2017-09-09T15:10:18-04:00,1504984218
